RCPT_YR,CGG_NM,STDG_NM,LOTNO_SE_NM,MNO,SNO,BLDG_USG,LAND_AREA,ARCH_AREA,THING_AMT,CTRT_DAY,ARCH_YR,DCLR_SE,OPBIZ_RESTAGNT_SGG_NM
2025,용산구,이태원동,,,,단독다가구,119.0,258.58,324000,20250805,null,중개거래,서울 용산구
2025,용산구,청파동3가,,,,단독다가구,126.0,457.12,368000,20250805,1964,중개거래,서울 강남구
2025,용산구,이태원동,,,,단독다가구,119.0,258.58,324000,20250805,1997,중개거래,서울 용산구
2025,용산구,서계동,,,,단독다가구,49.0,49.58,73500,20250809,1960,중개거래,"서울 마포구, 서울 용산구"
2025,용산구,동빙고동,,,,단독다가구,80.0,72.1,365000,20250811,1977,중개거래,"서울 광진구, 서울 용산구"
2025,용산구,동빙고동,,,,단독다가구,80.0,72.1,365000,20250811,1977,중개거래,"서울 광진구, 서울 용산구"
2025,용산구,용산동2가,,,,단독다가구,101.0,168.08,105000,20250822,1992,중개거래,서울 용산구
2025,용산구,후암동,,,,단독다가구,112.0,188.9,171274,20250822,1989,중개거래,서울 용산구
2025,용산구,한강로3가,,,,단독다가구,78.0,30.84,195000,20250829,1959,중개거래,서울 용산구
2025,용산구,용산동2가,,,,단독다가구,168.0,172.13,150000,20250830,1970,중개거래,"서울 용산구, 서울 종로구"
2025,용산구,서빙고동,,,,단독다가구,36.0,19.83,90000,20250901,1957,중개거래,서울 용산구
2025,용산구,용문동,,,,단독다가구,259.0,774.16,550000,20250903,2002,중개거래,서울 용산구
2025,용산구,한남동,,,,단독다가구,152.0,307.74,740000,20250904,1987,중개거래,서울 용산구
2025,용산구,용산동2가,,,,단독다가구,155.0,162.48,208000,20250905,1965,중개거래,"서울 광진구, 서울 용산구"
2025,용산구,이태원동,,,,단독다가구,56.0,19.83,85000,20250905,1937,중개거래,서울 용산구
2025,용산구,후암동,,,,단독다가구,85.0,103.9,87000,20250906,2017,중개거래,서울 용산구
2025,용산구,청파동3가,,,,단독다가구,242.0,521.72,396592,20250908,1996,중개거래,서울 용산구
2025,용산구,서계동,,,,단독다가구,97.0,149.64,163000,20250908,1993,중개거래,"서울 용산구, 서울 중구"
2025,용산구,이태원동,,,,단독다가구,79.0,42.82,88000,20250911,1985,중개거래,서울 용산구
